"","gross","duration","budget","imdb_score","dominantGenre","director_facebook_likes","cast_total_facebook_likes","facenumber_in_poster","movie_facebook_likes","actor_fb_likes"
"369",123307945,109,6.5e+07,4.3,"Sci-Fi",88,2818,1,374,611
"370",153288182,86,8.4e+07,4.9,"Comedy",67,6355,3,0,4000
"371",13401683,95,3.5e+07,7.1,"Sci-Fi",38,578,0,46000,409
"372",137340146,107,7e+07,6.4,"Romance",153,12700,1,7000,11000
"373",43575716,82,8.5e+07,4.3,"Comedy",62,3326,0,0,975
"374",80170146,88,8.5e+07,6.1,"Sci-Fi",218,21863,0,0,17000
"375",75754670,120,8.5e+07,7,"Action",0,3632,0,3000,3000
"376",33048353,162,6.5e+07,7.7,"Mystery",21000,36928,0,12000,21000
"377",34543701,123,8.2e+07,5.9,"Mystery",55,5839,1,0,3000
"378",242589580,101,8.1e+07,6.7,"Comedy",293,21276,1,0,11000
"379",102981571,113,8e+07,6.5,"Action",13000,46355,9,57000,26000
"380",407999255,142,7.8e+07,7.3,"Thriller",378,49942,0,140000,34000
"381",254455986,102,8e+07,6.5,"Comedy",480,16143,0,56000,14000
"382",155019340,83,8e+07,6.8,"Adventure",12,22813,1,0,13000
"383",145771527,85,8e+07,7.2,"Adventure",255,3112,0,0,1000
"384",53215979,116,8.4e+07,6.7,"Thriller",23,25220,7,22000,13000
"385",158115031,113,8.2e+07,6.4,"Sport",88,13693,11,0,11000
"386",133103929,87,7.5e+07,4.4,"Fantasy",31,4073,0,0,1000
"387",133668525,101,8e+07,5.4,"Comedy",221,39269,4,14000,12000
"388",130313314,110,8e+07,6.5,"Adventure",88,44798,1,0,13000
"389",124590960,128,8e+07,6.7,"Comedy",278,22679,1,0,18000
"390",127968405,138,8e+07,8.1,"Thriller",17000,29585,0,53000,29000
"391",120136047,88,8e+07,5.6,"Drama",91,9913,2,0,4000
"392",128200012,91,7.5e+07,6.3,"Family",77,1804,1,0,1000
"393",109993847,99,8e+07,6.1,"Comedy",163,12831,0,0,11000
"394",104054514,117,8e+07,7.7,"Thriller",0,16828,0,0,15000
"395",103028109,117,8e+07,6.4,"Romance",221,16325,1,19000,11000
"396",101111837,118,8e+07,6.6,"Thriller",154,5637,3,0,3000
"397",95632614,154,7.9e+07,7.2,"Adventure",333,61110,3,0,22000
"398",94822707,118,8e+07,6.9,"Adventure",117,44797,0,20000,18000
"399",82226474,93,6.5e+07,5.6,"Adventure",189,1267,0,0,1000
"400",79363785,104,8e+07,5.5,"Drama",301,22194,0,0,18000
"401",85707116,134,6.8e+07,7.6,"Drama",452,20411,4,82000,11000
"402",100169068,80,8e+07,4.6,"Adventure",40,4394,0,0,3000
"403",73215310,83,8e+07,7,"Western",21,14261,0,4000,13000
"404",80360866,102,8e+07,5.2,"Family",153,5392,1,0,3000
"405",65948711,129,8e+07,6.6,"Sci-Fi",438,20056,1,0,18000
"406",169692572,89,8e+07,6.7,"Fantasy",266,26839,0,16000,12000
"407",56684819,96,8e+07,5.9,"Romance",25,1919,0,3000,891
"408",69772969,99,8e+07,6.5,"Thriller",57,25942,4,0,20000
"409",45356386,129,7.5e+07,5.9,"Romance",258,2864,1,951,2000
"410",39442871,90,8e+07,5.3,"Comedy",65,25190,0,0,11000
"411",37899638,118,8.8e+07,5.9,"Horror",0,27114,2,0,13000
"412",38542418,89,8e+07,6.3,"Crime",84,18132,5,0,13000
"413",34566746,145,8e+07,7.3,"Htory",79,1825,1,0,981
"414",36073232,87,8e+07,5.2,"Animation",43,1971,0,0,882
"415",21471685,119,4.4e+07,2.4,"Action",64,971,0,0,743
"416",20950820,91,8e+07,5.7,"Comedy",287,5593,4,665,3000
"417",19673424,118,8e+07,5.8,"Drama",252,619,4,0,529
"418",19480739,116,8e+07,5.6,"Thriller",503,43887,0,0,23000
"419",27356090,106,9e+07,6,"Adventure",42,16922,0,21000,14000
"420",17473245,106,7e+07,5.7,"Sci-Fi",14,2,1,995,2
"421",15131330,94,8.6e+07,6,"Family",0,683,0,941,563
"422",19406406,104,4e+07,7.8,"Documentary",63,152,0,0,67
"423",1891821,102,5.2e+07,4.2,"Horror",0,1890,0,785,1000
"424",23219748,105,8e+07,5.6,"Romance",545,1099,0,20000,795
"425",170708996,135,5.8e+07,8.2,"Biography",2000,2827,0,29000,1000
"426",103812241,94,7.9e+07,5.8,"Adventure",62,27842,3,0,14000
"427",119793567,95,7.8e+07,6.5,"Fantasy",18,848,0,15000,622
"428",92930005,124,7.8e+07,7.2,"Thriller",420,35867,0,0,22000
"429",67286731,136,1e+08,6.7,"Western",394,36925,1,0,24000
"430",74158157,91,7.9e+07,3.4,"Comedy",221,27405,2,0,14000
"431",127083765,107,7.6e+07,5.9,"Crime",309,25296,5,0,23000
"432",1339152,108,81200000,7.8,"Adventure",54,30230,1,31000,12000
"433",15071514,99,8e+07,5.9,"Sci-Fi",101,2323,2,0,1000
"434",26000610,92,7.6e+07,4.1,"Comedy",5,28050,0,413,22000
"435",323505540,87,7.5e+07,6.8,"Animation",11,4782,0,36000,1000
"436",66462600,110,7.8e+07,5.8,"Sci-Fi",45,4714,3,0,1000
"437",368049635,98,7.6e+07,7.5,"Family",275,11905,0,56000,7000
"438",193136719,86,7.5e+07,6.9,"Family",35,1777,0,0,851
"439",35286428,109,7.6e+07,7.9,"Action",0,16479,0,17000,16000
"440",157299717,104,7.5e+07,7.4,"Fantasy",0,21397,0,0,20000
"441",134568845,110,7.5e+07,6.7,"Action",335,25763,0,0,11000
"442",195329763,115,8e+07,6.9,"Comedy",107,1815,0,0,835
"443",120776832,99,7.5e+07,6.8,"Comedy",88,12952,2,11000,11000
"444",118823091,117,7.5e+07,6.7,"Family",163,1673,9,0,719
"445",41814863,125,5e+07,5.1,"Horror",212,1970,0,893,613
"446",117698894,125,7.5e+07,7.3,"Comedy",255,13312,6,105000,11000
"447",162001186,102,8e+07,6,"Comedy",221,28497,4,12000,12000
"448",77032279,128,6e+07,7.3,"Drama",14000,16199,0,16000,15000
"449",73023275,100,3.5e+07,5.4,"Family",87,5174,4,1000,3000
"450",68473360,124,7.5e+07,5.9,"Action",258,3424,0,0,867
"451",66636385,102,7.5e+07,7.1,"Biography",0,60646,1,0,22000
"452",160762022,90,7.5e+07,6,"Family",10,63165,0,0,22000
"453",103338338,130,7e+07,6.5,"Music",386,2856,0,0,912
"454",55808744,118,5.3e+07,5.7,"Romance",473,15889,4,0,12000
"455",47379090,163,7e+07,7.6,"Thriller",14000,2529,0,0,745
"456",43426961,142,7e+07,6.6,"Thriller",845,16580,1,0,13000
"457",47000485,100,7.5e+07,5.4,"Romance",126,25206,2,0,19000
"458",45434443,116,7.5e+07,7.3,"Action",0,15735,2,43000,15000
"459",42044321,131,8e+07,6.5,"Romance",274,12522,2,0,11000
"460",73661010,91,7.5e+07,6.6,"Mystery",27,17299,0,0,12000
"461",41523271,123,8e+07,6.6,"Comedy",272,13934,2,0,13000
"462",83503161,110,7.5e+07,6.1,"Action",763,16691,1,30000,15000
"463",34636443,113,5.2e+07,6.6,"Drama",17,103354,0,0,87000
"464",22751979,94,7.5e+07,6.6,"Family",383,15857,0,0,13000
"465",30013346,116,7.5e+07,5.3,"Comedy",41,14028,2,648,11000
"466",5409517,93,7.5e+07,4.7,"Fantasy",253,5580,0,683,3000
"467",21009180,113,4.5e+07,6.1,"Mystery",212,4397,4,1000,2000
"468",94999143,106,7.5e+07,7.2,"Mystery",0,33645,0,0,18000
"469",336029560,91,7.4e+07,6.4,"Animation",22,13616,0,70000,7000
"470",36381716,128,8.2e+07,6.1,"Fantasy",0,7067,4,42000,4000
"471",107225164,97,7.3e+07,6.3,"Family",6,24350,0,14000,22000
"472",70224196,112,7e+07,5.6,"Adventure",72,13827,0,0,11000
"473",51814190,153,7.5e+07,6.4,"Drama",0,11852,1,0,11000
"474",47456450,110,7e+07,7.1,"Drama",532,5187,1,0,3000
"475",148213377,122,7.3e+07,6.6,"Sport",285,12410,5,0,8000
"476",112950721,87,7.2e+07,4.6,"Crime",41,3287,0,266,1000
"477",62647540,125,7e+07,7.1,"Action",0,15850,0,0,15000
"478",183132370,87,7.5e+07,7.4,"Comedy",30,3086,0,0,745
"479",27796042,152,7.2e+07,6.9,"Romance",0,4310,1,0,940
"480",32616869,116,7.2e+07,4.5,"Sport",212,14780,0,886,13000
"481",18947630,109,59660000,7.1,"Adventure",218,55,0,2000,21
"482",114195633,108,6e+07,6.5,"Mystery",0,7273,0,0,3000
"483",227965690,106,7.2e+07,6.7,"Drama",0,1675,0,0,710
"484",436471036,93,1.5e+08,7.2,"Romance",80,1148,1,0,692
"485",244052771,117,1.2e+08,7.2,"Sport",487,4905,0,0,1000
"486",141204016,132,7e+07,5.8,"Action",357,14790,0,10000,14000
"487",162495848,92,7.4e+07,6,"Fantasy",5,5217,0,16000,870
"488",120523073,153,7.5e+07,8.3,"Adventure",16000,36741,1,42000,13000
"489",116643346,117,8e+07,6,"Thriller",69,14486,1,0,10000
"490",100614858,141,6.8e+07,6.9,"Romance",488,11458,1,0,10000
"491",42272747,110,7e+07,5.6,"Drama",0,5609,1,0,3000
"492",80281096,109,6e+07,5.6,"Action",545,3222,0,0,886
"493",219613391,88,7.5e+07,4.5,"Comedy",84,5227,0,2000,1000
"494",78120196,124,7.5e+07,7.1,"Drama",130,6181,0,5000,4000
"495",98895417,119,7e+07,6.5,"Thriller",845,31782,3,45000,18000
"496",83552429,116,7e+07,5.8,"Sci-Fi",473,4001,0,25000,833
"497",66257002,125,7e+07,8,"Fantasy",13000,16138,0,26000,12000
"498",79883359,146,6.6e+07,7.2,"War",14000,46726,1,28000,25000
"499",78031620,118,7e+07,6.1,"Drama",0,27674,7,34000,13000
"500",52474616,136,7e+07,6.3,"Drama",0,1579,2,13000,903
"501",55942830,92,7e+07,6.3,"Fantasy",28,5178,1,37000,3000
"502",38345403,127,7e+07,7.7,"Romance",905,16034,8,15000,15000
"503",48430355,111,7e+07,5.3,"Crime",2000,18510,2,0,17000
"504",30157016,116,7e+07,5.6,"Action",541,12993,2,792,12000
"505",28031250,113,6e+07,5.2,"Adventure",43,13517,0,0,12000
"506",33105600,97,7e+07,5.4,"Adventure",84,1576,1,531,989
"507",62321039,88,7e+07,6.4,"Horror",24,5861,1,24000,5000
"508",38509342,136,7.5e+07,5.9,"Comedy",163,712,7,33000,394
"509",19076815,125,6e+07,6.3,"Romance",40,15916,0,997,13000
"510",25093607,116,3.5e+07,6.5,"Thriller",5,49608,2,17000,26000
"511",18990542,98,7e+07,3,"Action",323,2763,3,584,1000
"512",14294842,91,7e+07,3.6,"Drama",8,1846,1,391,349
"513",13596911,95,7e+07,6.2,"Action",101,3734,0,2000,2000
"514",8460990,88,7e+07,5.6,"Fantasy",6,6946,1,5000,2000
"515",7097125,133,7e+07,5.4,"Drama",0,28129,1,11000,26000
"516",37760080,106,7e+07,6.1,"Family",14,12871,2,0,11000
"517",5851188,116,7e+07,4.2,"Thriller",105,1899,1,764,844
"518",25121291,115,5e+07,6.7,"Adventure",101,15708,1,34000,13000
"519",18821279,99,7e+07,4.2,"Action",212,1520,0,12000,576
"520",118471320,124,6.8e+07,6.4,"Thriller",31,12556,0,0,11000
"521",300523113,124,6.8e+07,4.9,"Adventure",171,52547,3,29000,21000
"522",71069884,124,6.8e+07,6.8,"Drama",0,32871,0,0,22000
"523",251501645,87,6.9e+07,7.7,"Comedy",275,11608,0,31000,7000
"524",81257500,125,6.8e+07,6.4,"Comedy",3000,30010,0,30000,14000
"525",617840,141,7e+07,7.2,"Romance",448,1829,2,29000,614
"526",45045037,111,3.6e+07,5.9,"Comedy",101,3393,3,10000,966
"527",39380442,128,7e+07,7.1,"Action",0,29824,1,0,29000
"528",37516013,105,6.9e+07,5.9,"Action",335,8281,0,98000,3000
"529",5932060,102,3.5e+07,5.4,"Fantasy",4,14625,0,0,14000
"530",43568507,132,6.6e+07,6.5,"Drama",76,7081,1,32000,3000
"531",182805123,127,7e+07,6.4,"Comedy",278,5838,1,0,2000
"532",176387405,103,5.9e+07,7.6,"Animation",77,5437,0,3000,1000
"533",33685268,136,6.8e+07,5.5,"Adventure",759,12194,1,4000,11000
"534",182204440,150,6.5e+07,7.4,"War",14000,25517,0,71000,23000
"535",139225854,104,6e+07,5.5,"Fantasy",54,5265,0,1000,901
"536",148775460,158,6.1e+07,7.6,"Romance",0,46204,1,144000,20000
"537",100468793,106,6.5e+07,6.9,"Drama",285,11264,2,0,8000
"538",100448498,95,6.5e+07,6.6,"Comedy",480,23018,3,25000,21000
"539",115603980,137,6.5e+07,7.2,"Drama",11000,2938,0,35000,769
"540",90454043,130,6.5e+07,6.4,"Thriller",16000,17771,1,0,16000
"541",69688384,104,6e+07,6.1,"Family",226,16452,1,0,13000
"542",70236496,129,6.3e+07,6,"Htory",0,14421,0,0,12000
"543",63695760,117,6.5e+07,6.4,"Drama",179,12850,1,0,8000
"544",59617068,99,6.5e+07,6.4,"Romance",119,1375,0,59000,600
"545",85911262,118,6.5e+07,5.2,"Drama",87,4796,6,16000,2000
"546",53846915,105,50100000,6.6,"Drama",43,11943,0,23000,10000
"547",54758461,103,6.5e+07,6.3,"Comedy",368,29808,3,18000,27000
"548",52397389,122,6.5e+07,5.9,"Thriller",687,19764,0,0,16000
"549",42345531,96,6.5e+07,5.4,"Sci-Fi",545,17913,0,32000,14000
"550",36064910,111,4.5e+07,6.4,"Action",545,28643,4,0,26000
"551",32598931,135,6.5e+07,6.2,"Drama",138,1013,1,892,324
"552",28045540,101,6.5e+07,6.1,"Family",4000,32232,0,0,17000
"553",43532294,131,6.5e+07,7.1,"Drama",368,12088,0,0,11000
"554",10014234,105,6.5e+07,5,"Crime",0,3580,1,177,975
"555",19059018,92,6.5e+07,5.1,"Sci-Fi",72,3165,0,15000,623
"556",1987287,130,5e+07,6.9,"Crime",2000,450,0,0,268
"557",24407944,100,4.3e+07,4.8,"Thriller",38,7048,0,0,3000
"558",13750556,102,6.5e+07,6.5,"Romance",436,49433,3,32000,23000
"559",43247140,121,5.5e+07,7.1,"Adventure",175,2131,0,40000,963
"560",2208939,147,5e+07,7.5,"Crime",670,253,0,26000,177
"561",213079163,94,6.3e+07,6.2,"Comedy",116,2725,2,0,645
"562",19548064,94,6.5e+07,6.3,"Family",42,23365,1,0,12000
"563",72413,103,6.5e+07,6.1,"Action",10,58,3,0,21
"564",58255287,98,6.4e+07,4.3,"Comedy",322,6334,1,0,979
"565",77086030,116,6.2e+07,6.6,"War",84,14931,0,0,11000
"566",32178777,87,6.2e+07,3.8,"Romance",12,6658,6,0,3000
"567",15738632,125,4.2e+07,5.9,"Thriller",11,14536,2,0,11000
"568",54116191,187,4.4e+07,7.9,"Crime",16000,49912,1,114000,46000
"569",118153533,93,6.1e+07,6.3,"Comedy",8,13232,2,0,8000
"570",108012170,95,6.3e+07,5.5,"Fantasy",25,2558,0,0,989
"571",210592590,117,6.5e+07,7.7,"Fantasy",0,32360,0,13000,18000
"572",279167575,106,8e+07,6.3,"Romance",116,24938,6,0,22000
"573",143151473,115,6e+07,7.1,"Family",64,4811,0,11000,2000
"574",135381507,81,1.5e+08,5.8,"Sci-Fi",10,2252,0,912,925
"575",167735396,149,6.1e+07,8.1,"Thriller",21000,4348,0,146000,835
"576",121468960,119,6e+07,7.9,"Action",218,13249,1,0,13000
"577",104148781,92,6e+07,5.5,"Family",41,4050,1,886,1000
"578",75573300,109,6.1e+07,6.7,"Crime",175,20148,1,22000,18000
"579",93375151,87,6e+07,5.2,"Crime",6,4171,0,0,3000
"580",106126012,111,6e+07,7,"Thriller",473,35084,6,0,26000
"581",93307796,101,6e+07,6.1,"Romance",30,2636,2,0,1000
"582",109176215,113,6e+07,5.5,"Comedy",0,8172,6,0,4000
"583",82569532,94,6e+07,5.4,"Comedy",163,20348,6,781,12000
"584",81687587,132,6.1e+07,6.4,"Sci-Fi",47,2517,0,24000,988
"585",80574010,140,6e+07,5.7,"Drama",708,20440,1,26000,11000
"586",75764085,125,6e+07,6.7,"Comedy",420,16646,1,0,12000
"587",90356857,111,5.8e+07,7.1,"Action",124,24928,4,32000,13000
"588",100003492,120,6.5e+07,7.6,"Drama",0,13581,0,0,10000
"589",90341670,100,6e+07,5.5,"Fantasy",55,14611,4,0,12000
"590",74540762,115,5.5e+07,6.5,"Drama",13,4496,2,0,2000
"591",80033643,130,6e+07,7,"Action",188,16385,2,38000,10000
"592",71844424,111,6e+07,7.3,"Documentary",197,679,0,0,433
"593",75638743,106,6e+07,6.6,"Drama",0,13634,4,42000,13000
"594",66734992,89,6e+07,4.4,"Adventure",18,1233,0,858,658
"595",75280058,100,6e+07,7.7,"Family",253,647,1,10000,309
"596",64505912,91,4.8e+07,5,"Comedy",0,13654,0,6000,11000
"597",77862546,146,7e+07,7.7,"Thriller",12000,20454,2,14000,18000
"598",61112916,98,5e+07,4.4,"Family",48,24664,0,747,21000
"599",88200225,101,6e+07,6.1,"Crime",480,3943,5,0,881
"600",59035104,132,6.6e+07,6.8,"Adventure",0,1112,1,0,366
"601",55994557,92,6e+07,7,"Action",28,13597,0,12000,10000
"602",53789313,119,6e+07,6.3,"Sci-Fi",610,3637,0,0,834
"603",50818750,93,6e+07,6.1,"Animation",18,13403,0,0,9000
"604",50189179,98,6e+07,5.3,"Comedy",11,2018,2,797,966
"605",50549107,105,6e+07,6.2,"Action",0,1411,3,17000,539
"606",56443482,124,6e+07,6.6,"Biography",737,75793,3,24000,34000
"607",62401264,99,6e+07,5.9,"Crime",24,20276,3,28000,18000
"608",46975183,124,6.1e+07,7.2,"Mystery",845,1640,0,0,650
"609",50807639,96,6e+07,6.8,"Fantasy",7,3151,3,11000,874
"610",257756197,100,6e+07,7.8,"Adventure",97,22128,0,64000,11000
"611",48472213,115,4.5e+07,5,"Romance",11,4305,2,621,1000
"612",43060566,101,6e+07,6.2,"Fantasy",38,53024,0,0,23000
"613",45996718,113,6e+07,6.7,"Crime",181,34738,3,40000,33000
"614",43337279,100,6e+07,4.9,"Comedy",11000,12258,2,0,10000
"615",37479778,134,6e+07,7.4,"Biography",16000,24458,1,23000,13000
"616",40559930,125,6e+07,6.2,"Romance",209,10623,0,0,8000
"617",36279230,107,6e+07,6.1,"Thriller",69,1352,0,690,310
"618",42194060,91,7e+07,6.1,"Family",2,22668,1,0,12000
"619",43119879,116,6e+07,6.4,"Adventure",53,31224,0,0,27000
"620",35096190,100,6e+07,6.3,"Comedy",0,1395,1,0,436
"621",43290977,117,8e+07,6.6,"Thriller",258,7053,1,0,2000
"622",32122249,96,6e+07,5.9,"Thriller",11000,22889,1,846,22000
"623",40076438,101,6e+07,6,"Mystery",50,38809,2,0,22000
"624",31670931,117,6e+07,6.7,"Music",456,23745,0,0,21000
"625",30695227,126,6e+07,6.7,"Sport",0,34774,3,0,13000
"626",32522352,152,6e+07,7.9,"Comedy",488,36897,1,15000,22000
"627",26082914,101,8.7e+07,4.3,"Crime",93,993,2,0,287
"628",29136626,87,6e+07,5.7,"Horror",124,1417,0,20000,865
"629",26288320,85,6e+07,6.7,"Fantasy",0,11301,0,880,11000
"630",30063805,104,6e+07,6.1,"Thriller",293,2109,0,0,780
"631",22518325,121,5e+07,5.6,"Crime",0,22833,0,0,19000
"632",13082288,140,6e+07,6.6,"Horror",23,12634,1,2000,11000
"633",18208078,131,6e+07,6.9,"Action",37,3012,3,0,968
"634",14218868,91,6.5e+07,4.8,"Sci-Fi",394,1262,0,589,889
"635",22451,118,6e+07,6.2,"Mystery",167,22447,0,17000,20000
"636",31165421,130,6e+07,6,"Sci-Fi",91,10247,3,44000,5000
"637",11802056,90,6e+07,4.9,"Family",48,1865,1,791,973
"638",25472967,103,3e+07,5.6,"Thriller",179,1467,2,0,794
"639",17281832,106,6e+07,6.1,"Action",34,5329,3,0,3000
"640",19781879,103,6e+07,4.8,"Fantasy",436,20881,1,2000,19000
"641",7605668,107,6e+07,5.5,"Action",192,42683,2,12000,40000
"642",4535117,156,6e+07,3.8,"Thriller",892,26564,3,0,26000
"643",4426297,127,3.5e+07,6.5,"Drama",258,12947,2,0,11000
"644",10166502,132,8e+07,6.7,"Action",131,12133,0,0,11000
"645",363024263,108,5.8e+07,8.1,"Thriller",84,18239,0,117000,16000
"646",350123553,133,58800000,7.3,"Crime",16000,16277,0,112000,14000
"647",80021740,103,5.8e+07,6.4,"Comedy",11,5497,4,35000,2000
"648",48291624,95,5.8e+07,6.7,"Fantasy",70,2876,1,0,970
"649",35231365,90,6e+07,3.6,"Family",32,6299,0,500,1000
"650",31199215,114,5.8e+07,6,"Drama",0,589,8,472,142
"651",29580087,103,5.8e+07,4.7,"Romance",30,3150,2,0,963
"652",44665963,125,5.8e+07,6.3,"Comedy",189,5081,2,22000,1000
"653",60128566,97,6e+07,5.9,"Sci-Fi",545,16098,1,19000,14000
"654",49875589,125,5.8e+07,5.9,"Action",143,4416,0,0,1000
"655",36931089,116,7e+07,5.6,"Comedy",51,16484,2,12000,11000
"656",28328132,97,5.8e+07,6.3,"Action",420,9814,2,782,4000
"657",51774002,96,5.7e+07,4.3,"Thriller",83,16121,1,18000,12000
"658",25528495,131,5.7e+07,5.9,"Comedy",108,23325,2,0,23000
"659",113006880,95,5.6e+07,5.5,"Drama",163,16884,0,0,14000
"660",45860039,86,5.6e+07,6.2,"Crime",10,14146,1,0,12000
"661",217326336,92,6e+07,5.2,"Family",25,2847,0,0,1000
"662",166225040,108,5.5e+07,7,"Comedy",116,24286,2,0,22000
"663",177575142,118,7e+07,6.6,"Comedy",72,13426,1,0,10000
"664",104354205,74,5.5e+07,6.3,"Thriller",58,5713,3,0,3000
"665",107100855,134,5.5e+07,7.9,"Biography",521,16281,0,65000,15000
"666",98711404,101,5.5e+07,6.3,"Romance",189,39822,2,0,15000
"667",101530738,132,5.5e+07,7.2,"Action",845,37605,0,56000,18000
"668",93815117,105,5.5e+07,5.1,"Comedy",61,7184,2,0,5000
"669",162586036,117,5.5e+07,8,"Biography",125,11036,0,32000,10000
"670",89706988,98,5.5e+07,6.2,"Mystery",124,2287,1,0,931
"671",70098138,111,3e+07,8.1,"Comedy",16000,3983,0,13000,926
"672",66207920,137,3e+07,8,"Crime",16000,1959,0,0,890
"673",56932305,110,5.5e+07,6.6,"Drama",9,939,2,0,485
"674",68218041,94,5.5e+07,6,"Comedy",70,2820,1,14000,1000
"675",25040293,104,5.5e+07,6.6,"Action",50,7247,0,0,5000
"676",55747724,91,5.5e+07,5.9,"Animation",39,3104,1,0,1000
"677",76137505,95,5.5e+07,7.2,"Comedy",17,3697,0,30000,838
"678",34350553,102,6.8e+07,5.7,"Sci-Fi",82,2488,4,15000,622
"679",34238611,94,5.5e+07,6,"Adventure",607,2248,1,0,933
"680",33828318,118,5.5e+07,5.8,"Comedy",101,14036,2,0,13000
"681",33472850,99,5.5e+07,5.8,"Sport",3,10026,3,0,8000
"682",31051126,88,5.5e+07,6.7,"Comedy",91,6254,0,0,4000
"683",35707327,141,5.5e+07,7.8,"Drama",16000,12840,0,14000,11000
"684",51225796,143,7e+07,7.4,"Musical",541,20660,0,0,18000
"685",16264475,114,5.5e+07,6.9,"Htory",159,16899,1,0,13000
"686",25857987,93,6.2e+07,5.5,"Action",45,10185,0,0,9000
"687",12870569,280,5.6e+07,6.3,"War",33,1671,0,953,789
"688",16088610,107,5.5e+07,5.6,"Comedy",11,3742,2,610,939
"689",51178893,119,5e+07,6.4,"Music",33,6089,4,10000,3000
"690",6768055,95,5.7e+07,4.2,"Adventure",906,2260,0,437,956
"691",39440655,119,5.5e+07,6.4,"Romance",59,4315,1,19000,2000
"692",6167817,133,4.7e+07,7.7,"Mystery",0,405,1,0,226
"693",81645152,117,5.4e+07,6.7,"Thriller",0,15371,1,0,12000
"694",69951824,123,5.5e+07,7.7,"Drama",125,14727,1,26000,10000
"695",9483821,92,5.5e+07,5.7,"Crime",394,25418,3,10000,13000
"696",26838389,123,5.7e+07,6.4,"Comedy",488,12700,0,0,5000
"697",75604320,110,5.4e+07,5.6,"Romance",94,847,1,0,277
"698",5660084,121,5.4e+07,2.4,"Action",102,286,0,2000,117
"699",7221458,128,5.5e+07,6.2,"Drama",234,27614,0,0,14000
"700",70327868,99,4.6e+07,5.9,"Crime",309,26527,0,0,23000
"701",57386369,127,52500000,7.6,"Drama",1000,2601,1,10000,1000
"702",45207112,89,5.3e+07,5.5,"Thriller",17,13390,1,361,12000
"703",62563543,123,5.3e+07,7,"Crime",108,63769,7,44000,40000
"704",33574332,135,9e+07,7.1,"Drama",16000,24468,0,0,23000
"705",73343413,118,5e+07,7.4,"Crime",473,22517,0,21000,18000
"706",25031037,189,5.3e+07,7.6,"Thriller",0,22186,0,0,16000
"707",5755286,124,5.5e+07,5.9,"Romance",161,26334,1,672,21000
"708",164435221,141,5.2e+07,8,"Drama",14000,48153,0,15000,29000
"709",95720716,157,4e+07,7.4,"Drama",0,2759,0,39000,1000
"710",118683135,106,5.2e+07,5.8,"Drama",235,8315,1,0,4000
"711",143704210,108,5.2e+07,6.3,"Musical",58,26002,1,10000,14000
"712",110476776,125,5.2e+07,5.7,"Comedy",0,45696,12,9000,14000
"713",80270227,107,5e+07,5.1,"Action",422,2297,5,0,631
"714",37035845,118,5.2e+07,6.4,"Comedy",71,28045,2,13000,16000
"715",23324666,92,5.2e+07,6.5,"Action",180,488,1,0,211
"716",23020488,104,5.2e+07,5.5,"Comedy",13,2422,3,846,961
"717",90567722,116,5.1e+07,6.5,"Comedy",101,1711,1,0,889
"718",72601713,90,5.1e+07,5.6,"Comedy",176,2055,1,605,677
"719",296623634,130,5e+07,4.6,"Romance",129,64040,2,13000,21000
"720",267652016,90,6e+07,7.9,"Family",80,275,1,0,145
"721",62453315,106,50200000,7.1,"Thriller",53,14607,2,36000,13000
"722",218628680,112,5e+07,7,"Fantasy",3000,21773,1,74000,15000
"723",2175312,143,5e+07,6.3,"Comedy",285,28176,2,41000,11000
"724",126203320,96,5e+07,5.8,"Romance",65,26826,1,0,12000
"725",126975169,112,5e+07,7.1,"Thriller",14000,3388,0,37000,1000
"726",125548685,131,5.2e+07,7.3,"Biography",0,10003,0,0,8000
"727",105807520,116,5e+07,6.4,"Comedy",80,14087,2,0,11000
"728",191616238,112,5e+07,7.1,"Comedy",97,19428,2,24000,17000
"729",97680195,104,7e+07,6.8,"Romance",235,29505,1,0,14000
"730",126088877,107,5e+07,6.6,"Action",43,14569,2,10000,12000
"731",150315155,96,5e+07,6.1,"Comedy",51,10886,2,13000,8000
"732",127997349,125,5e+07,6,"Drama",252,62837,1,90000,40000
"733",88504640,129,4.5e+07,7.6,"Crime",0,19148,2,0,18000
"734",79948113,121,5e+07,6.2,"Drama",295,13421,0,0,12000
"735",88658172,95,5e+07,5.6,"Romance",9,37967,2,2000,14000
"736",84244877,118,5e+07,7.4,"Action",43,57426,7,44000,33000
"737",75367693,80,3.5e+07,5,"Animation",12,13430,0,795,13000
"738",73701902,99,6e+07,5.2,"Family",148,6729,1,0,2000
"739",75605492,133,5e+07,7.6,"Sport",152,53094,1,27000,22000
"740",91439400,106,5e+07,7,"Mystery",174,16967,0,24000,14000
"741",67128202,98,6.5e+07,5.7,"Fantasy",99,14007,3,0,12000
"742",70496802,132,5.4e+07,8.2,"Drama",160,22417,1,48000,20000
"743",60470220,114,5e+07,6.2,"Adventure",71,428,2,955,154
"744",58336565,78,5e+07,6.6,"Comedy",5,11124,0,624,8000
"745",66002004,101,5e+07,4.7,"Romance",23,2177,1,1000,660
"746",54997476,113,5e+07,6.3,"Drama",39,3341,0,970,1000
"747",55682070,98,5e+07,6.1,"Action",75,11946,2,45000,10000
"748",52752475,124,5e+07,6.7,"Thriller",213,2583,0,0,838
"749",55092830,109,6e+07,6.1,"Adventure",154,15608,1,27000,15000
